avg_train_loss,avg_test_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.19651696292609483,0.18167843361600086,1724681278,,False,1,3e493_00143,2024-08-26_07-07-58,96.92781090736389,96.92781090736389,2358783,yen16,10.112.2.45,96.92781090736389,1
0.19250592222055363,0.1811069131542284,1724681361,,False,2,3e493_00143,2024-08-26_07-09-21,82.77579522132874,179.70360612869263,2358783,yen16,10.112.2.45,179.70360612869263,2
0.19219656365301277,0.18069075979292393,1724681409,,False,3,3e493_00143,2024-08-26_07-10-09,48.194111824035645,227.89771795272827,2358783,yen16,10.112.2.45,227.89771795272827,3
0.19191756732888293,0.18054397744484818,1724681455,,False,4,3e493_00143,2024-08-26_07-10-55,46.2517728805542,274.14949083328247,2358783,yen16,10.112.2.45,274.14949083328247,4
0.1916984877089679,0.18053431561789834,1724681503,,False,5,3e493_00143,2024-08-26_07-11-43,47.94127607345581,322.0907669067383,2358783,yen16,10.112.2.45,322.0907669067383,5
0.19148880802727097,0.18048891314090446,1724681551,,False,6,3e493_00143,2024-08-26_07-12-31,47.88655161857605,369.97731852531433,2358783,yen16,10.112.2.45,369.97731852531433,6
0.19135870919803655,0.1804804475619816,1724681599,,False,7,3e493_00143,2024-08-26_07-13-19,47.78045296669006,417.7577714920044,2358783,yen16,10.112.2.45,417.7577714920044,7
0.19116455897834633,0.180519769505526,1724681649,,False,8,3e493_00143,2024-08-26_07-14-09,49.760939836502075,467.51871132850647,2358783,yen16,10.112.2.45,467.51871132850647,8
0.19096623887589625,0.180488974106713,1724681750,,False,9,3e493_00143,2024-08-26_07-15-50,101.64718890190125,569.1659002304077,2358783,yen16,10.112.2.45,569.1659002304077,9
0.19089066957205944,0.1804054664949385,1724681878,,False,10,3e493_00143,2024-08-26_07-17-58,127.34565258026123,696.511552810669,2358783,yen16,10.112.2.45,696.511552810669,10
0.19074675552346174,0.18049075511785653,1724682016,,False,11,3e493_00143,2024-08-26_07-20-16,138.33508348464966,834.8466362953186,2358783,yen16,10.112.2.45,834.8466362953186,11
0.19057146113839638,0.18064355800071588,1724682151,,False,12,3e493_00143,2024-08-26_07-22-31,134.7294156551361,969.5760519504547,2358783,yen16,10.112.2.45,969.5760519504547,12
0.19047198252650904,0.18060047802730247,1724682280,,False,13,3e493_00143,2024-08-26_07-24-40,129.53539299964905,1099.1114449501038,2358783,yen16,10.112.2.45,1099.1114449501038,13
0.19033177376736493,0.18070030663735592,1724682408,,False,14,3e493_00143,2024-08-26_07-26-48,127.76716589927673,1226.8786108493805,2358783,yen16,10.112.2.45,1226.8786108493805,14
0.19020683453807838,0.18075654014515188,1724682536,,False,15,3e493_00143,2024-08-26_07-28-56,127.66519021987915,1354.5438010692596,2358783,yen16,10.112.2.45,1354.5438010692596,15
0.19020683453807838,0.18075654014515188,1724682536,,True,16,3e493_00143,2024-08-26_07-28-56,0.039002418518066406,1354.5828034877777,2358783,yen16,10.112.2.45,1354.5828034877777,16
